Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
516,"Ascorbyl palmitate","6-Hexadecanoylascorbic acid","C<sub>22</sub>H<sub>38</sub>O<sub>7</sub>","137-66-6",,"414.533",,112,,,,,,,,
517,"<small>L</small>-Asparagine","α-Aminosuccinamic acid","C<sub>4</sub>H<sub>8</sub>N<sub>2</sub>O<sub>3</sub>","70-47-3",1723527,"132.118","orth (w+1)",235,,,"1.543<sup>15</sup>",,"25.1<sup>25</sup>",,"s H<sub>2</sub>O; i EtOH, eth, MeOH",
518,"<small>D</small>-Asparagine, monohydrate",,"C<sub>4</sub>H<sub>10</sub>N<sub>2</sub>O<sub>4</sub>","5794-24-1",,"150.133",,215,,,"1.523<sup>15</sup>",,,,"sl H<sub>2</sub>O; i EtOH, eth, bz, MeOH",
519,"<small>L</small>-Asparagine, monohydrate",,"C<sub>4</sub>H<sub>10</sub>N<sub>2</sub>O<sub>4</sub>","5794-13-8",,"150.133",,234,,,"1.543<sup>15</sup>",,,,"sl H<sub>2</sub>O; i EtOH, eth, bz, MeOH",
520,"Aspartame","<small>L</small>-α-Aspartyl-<small>L</small>-phenylalanine, 2-methyl ester","C<sub>14</sub>H<sub>18</sub>N<sub>2</sub>O<sub>5</sub>","22839-47-0",2223850,"294.303","nd (w)","246.5",,,,,,,,
521,"<small>DL</small>-Aspartic acid",,"C<sub>4</sub>H<sub>7</sub>NO<sub>4</sub>","617-45-8",774618,"133.104","mcl pr (w)","277.5",,,"1.6622<sup>13</sup>",,,,"sl H<sub>2</sub>O; i EtOH, eth, bz, py",
522,"<small>L</small>-Aspartic acid","<small>L</small>-Aminosuccinic acid","C<sub>4</sub>H<sub>7</sub>NO<sub>4</sub>","56-84-8",1723530,"133.104","orth lf (w)",270,,,"1.6603<sup>13</sup>",,"4.9<sup>25</sup>",,"sl H<sub>2</sub>O; i EtOH, eth, bz; s dil HCl, py",
523,"Aspergillic acid",,"C<sub>12</sub>H<sub>20</sub>N<sub>2</sub>O<sub>2</sub>","490-02-8",,"224.299","pa ye rods",98,,,,,,,"vs bz, eth, EtOH",
524,"Astemizole",,"C<sub>28</sub>H<sub>31</sub>FN<sub>4</sub>O","68844-77-9",,"458.570","wh cry","149.1",,,,,,,"i H<sub>2</sub>O; s os",
525,"Asulam","Methyl [(4-aminophenyl)sulfonyl]carbamate","C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O<sub>4</sub>S","3337-71-1",,"230.241",,"144.2(5)",,,,,,,,
526,"Atenolol",,"C<sub>14</sub>H<sub>22</sub>N<sub>2</sub>O<sub>3</sub>","29122-68-7",,"266.336","cry (AcOEt)",147,,,,,,,"sl H<sub>2</sub>O, diox, ace; i chl; s MeOH, HOAc",
527,"Atisine","Anthorine","C<sub>22</sub>H<sub>33</sub>NO<sub>2</sub>","466-43-3",,"343.503","orth bipym","58.5",,,,,,,"vs eth, EtOH, chl",
528,"Atrazine","6-Chloro-<i>N</i>-ethyl-<i>N'</i>-(1-methylethyl)-1,3,5-triazine-2,4-diamine","C<sub>8</sub>H<sub>14</sub>ClN<sub>5</sub>","1912-24-9",,"215.684",,"177.0(5)",,,,,"0.07<sup>25</sup>",,,
529,"Atropine",,"C<sub>17</sub>H<sub>23</sub>NO<sub>3</sub>","51-55-8",91260,"289.370","orth nd (dil al)","118.5","95 subl",,,,"3<sup>20</sup>",,"vs H<sub>2</sub>O, EtOH; i eth; sl chl",
530,"Auramine hydrochloride",,"C<sub>17</sub>H<sub>22</sub>ClN<sub>3</sub>","2465-27-2",4030061,"303.83","ye nd (w)",267,,,,,,,"sl H<sub>2</sub>O",
531,"Aureothin",,"C<sub>22</sub>H<sub>23</sub>NO<sub>6</sub>","2825-00-5",58476,"397.421","ye pr",158,,,,,,,"vs ace, EtOH, chl",
532,"Aurin","Rosolic acid","C<sub>19</sub>H<sub>14</sub>O<sub>3</sub>","603-45-2",2055205,"290.312","dk red lf or orth","309 dec",,,,,,,"i H<sub>2</sub>O, bz; s EtOH, alk; sl eth, chl",
533,"Aurin tricarboxylic acid, triammonium salt","Aluminon","C<sub>22</sub>H<sub>23</sub>N<sub>3</sub>O<sub>9</sub>","569-58-4",,"473.433","red-br pow",,,,,,,,"s H<sub>2</sub>O; sl EtOH; i peth",
534,"Avermectin B1a","Abamectin","C<sub>48</sub>H<sub>72</sub>O<sub>14</sub>","71751-41-2",,"873.078",,152,,,,,,,,
535,"3-Azabicyclo[3.2.2]nonane",,"C<sub>8</sub>H<sub>15</sub>N","283-24-9",,"125.212",,,,"166<sup>500</sup>",,,,,,
536,"1-Azabicyclo[2.2.2]octane","Quinuclidine","C<sub>7</sub>H<sub>13</sub>N","100-76-5",103111,"111.185","cry (eth)","157(3)",,,,,,,"vs H<sub>2</sub>O, ace, eth, EtOH",
537,"1-Azabicyclo[2.2.2]octan-3-ol","3-Quinuclidinol","C<sub>7</sub>H<sub>13</sub>NO","1619-34-7",80122,"127.184","cry (bz)",221,"120 subl",,,,,,"s ace",
538,"Azacitidine","4-Amino-1-β-<small>D</small>-ribofuranosyl-1,3,5-triazine-2(1<i>H</i>)-one","C<sub>8</sub>H<sub>12</sub>N<sub>4</sub>O<sub>5</sub>","320-67-2",,"244.205","cry",229,,,,,,,,
539,"Azacyclotridecan-2-one",,"C<sub>12</sub>H<sub>23</sub>NO","947-04-6",122031,"197.317",,"152.5",,,,,,,,
540,"8-Azaguanine","5-Amino-1,4-dihydro-7<i>H</i>-1,2,3-triazolo[4,5-<i>d</i>]pyrimidin-7-one","C<sub>4</sub>H<sub>4</sub>N<sub>6</sub>O","134-58-7",171098,"152.114",,300,,,,,,,,
541,"Azaserine",,"C<sub>5</sub>H<sub>7</sub>N<sub>3</sub>O<sub>4</sub>","115-02-6",,"173.128","ye-grn orth cry","150 dec",,,,,,,"vs H<sub>2</sub>O; sl EtOH, ace, MeOH",
542,"Azathioprine","6-[(1-Methyl-4-nitro-1<i>H</i>-imidazol-5-yl)thio]-1<i>H</i>-purine","C<sub>9</sub>H<sub>7</sub>N<sub>7</sub>O<sub>2</sub>S","446-86-6",,"277.263","ye cry","243 dec",,,,,,,"sl H<sub>2</sub>O, EtOH, chl",
543,"6-Azauridine","2-β-<small>D</small>-Ribofuranosyl-1,2,4-triazine-3,5(2<i>H</i>,4<i>H</i>)-dione","C<sub>8</sub>H<sub>11</sub>N<sub>3</sub>O<sub>6</sub>","54-25-1",32281,"245.189",,158,,,,,,,"s H<sub>2</sub>O",
544,"Azetidine",,"C<sub>3</sub>H<sub>7</sub>N","503-29-7",102384,"57.095","liq","-70.0","58(7)",,"0.8436<sup>20</sup>","1.4287<sup>25</sup>",,,"vs ace, bz, eth, EtOH",
545,"2-Azetidinecarboxylic acid",,"C<sub>4</sub>H<sub>7</sub>NO<sub>2</sub>","2517-04-6",108467,"101.105","cry (95% MeOH)","217 dec",,,,,,,,
546,"2-Azetidinone",,"C<sub>3</sub>H<sub>5</sub>NO","930-21-2",104563,"71.078",,"73.5",,"106<sup>15</sup>",,,,,"vs eth, EtOH, chl",
547,"Azidobenzene",,"C<sub>6</sub>H<sub>5</sub>N<sub>3</sub>","622-37-7",742248,"119.124","pa ye oil","-27.5",,"70<sup>11</sup>","1.0860<sup>20</sup>","1.5589<sup>25</sup>",,,"i H<sub>2</sub>O; sl EtOH, eth",
548,"1-Azido-4-chlorobenzene",,"C<sub>6</sub>H<sub>4</sub>ClN<sub>3</sub>","3296-05-7",1210408,"153.569",,20,,"96<sup>20</sup>","1.2634<sup>25</sup>",,,,"i H<sub>2</sub>O; s eth",
549,"2-Azidoethanol",,"C<sub>2</sub>H<sub>5</sub>N<sub>3</sub>O","1517-05-1",,"87.080",,,,"75<sup>40</sup>","1.146<sup>24</sup>",,,,"vs H<sub>2</sub>O",
550,"1-Azido-4-methylbenzene",,"C<sub>7</sub>H<sub>7</sub>N<sub>3</sub>","2101-86-2",1841411,"133.151",,"-29.0","180 dec","80<sup>10</sup>","1.0527<sup>23</sup>",,,,"vs eth, EtOH",
