Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
373,"4-Amino-2-nitrophenol",,"C<sub>6</sub>H<sub>6</sub>N<sub>2</sub>O<sub>3</sub>","119-34-6",1368435,"154.123","dk red pl or nd (w, al)",131,,"110<sup>12</sup>",,,,,"s H<sub>2</sub>O, EtOH, eth; sl DMSO",
374,"2-Aminooctanoic acid, (±)-",,"C<sub>8</sub>H<sub>17</sub>NO<sub>2</sub>","644-90-6",1722617,"159.227","lf (w)",270,"subl",,,,,,"sl H<sub>2</sub>O, EtOH, eth, bz; s HOAc",
375,"Aminooxoacetohydrazide","Semioxamazide","C<sub>2</sub>H<sub>5</sub>N<sub>3</sub>O<sub>2</sub>","515-96-8",1751846,"103.080",,"221 dec",,,,,,,"sl H<sub>2</sub>O; i EtOH, eth; vs alk, acid",
376,"<i>cis</i>-4-Amino-4-oxo-2-butenoic acid","Maleamic acid","C<sub>4</sub>H<sub>5</sub>NO<sub>3</sub>","557-24-4",1721339,"115.088","cry (al)","172.5",,,,,,,"vs H<sub>2</sub>O, EtOH",
377,"5-Amino-4-oxopentanoic acid","5-Aminolevulinic acid","C<sub>5</sub>H<sub>9</sub>NO<sub>3</sub>","106-60-5",,"131.130","cry (EtOH)",118,,,,,,,,
378,"(Aminooxy)acetic acid, hydrochloride (2:1)",,"C<sub>4</sub>H<sub>11</sub>ClN<sub>2</sub>O<sub>6</sub>","2921-14-4",,"218.592",,"152.5",,,,,,,,
379,"6-Aminopenicillanic acid","Penicin","C<sub>8</sub>H<sub>12</sub>N<sub>2</sub>O<sub>3</sub>S","551-16-6",,"216.257","cry (w)",208,,,,,,,,
380,"5-Aminopentanoic acid",,"C<sub>5</sub>H<sub>11</sub>NO<sub>2</sub>","660-88-8",906833,"117.147","lf (dil al)","157 dec","dec",,,,,,"s H<sub>2</sub>O; sl EtOH; i eth, bz, lig",
381,"5-Amino-1-pentanol",,"C<sub>5</sub>H<sub>13</sub>NO","2508-29-4",1732302,"103.163",,"38.5","221.5",,"0.9488<sup>17</sup>","1.4618<sup>17</sup>",,,"msc H<sub>2</sub>O, EtOH, ace",
382,"2-Aminophenol",,"C<sub>6</sub>H<sub>7</sub>NO","95-55-6",606075,"109.126","wh orth bipym nd (bz)","173.5(3)","267(19)",,"1.328<sup>25</sup>",,"19.6<sup>20</sup>",,"s H<sub>2</sub>O, eth; vs EtOH; sl bz, tfa",
383,"3-Aminophenol",,"C<sub>6</sub>H<sub>7</sub>NO","591-27-5",636059,"109.126","pr (to)","122.5(3)",,"164<sup>11</sup>",,,"26.3<sup>20</sup>",,"s H<sub>2</sub>O, tol; vs EtOH, eth; sl bz, DMSO",
384,"4-Aminophenol",,"C<sub>6</sub>H<sub>7</sub>NO","123-30-8",385836,"109.126","wh pl (w)","186(7)",,"110<sup>0.3</sup>",,,"15.7<sup>20</sup>",,"sl H<sub>2</sub>O, tfa; vs EtOH; i bz, chl; s alk",
385,"<i>N</i>-(3-Aminophenyl)acetamide",,"C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O","102-28-3",775952,"150.177","nd or pl (bz)",88,,,,,,,"vs H<sub>2</sub>O, EtOH, ace; sl eth, bz",
386,"<i>N</i>-(4-Aminophenyl)acetamide","<i>p</i>-Aminoacetanilide","C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O","122-80-5",742888,"150.177","nd (w)","166.5",267,,,,,,"s H<sub>2</sub>O; vs EtOH, eth",
387,"(4-Aminophenyl)arsonic acid","Arsanilic acid","C<sub>6</sub>H<sub>8</sub>AsNO<sub>3</sub>","98-50-0",1102334,"217.055","mcl nd (w, al)",232,,,"1.9571<sup>10</sup>",,,,"s H<sub>2</sub>O, eth; sl EtOH, DMSO; i ace, bz",
388,"<i>N</i>-(4-Aminophenyl)-1,4-benzenediamine","4,4'-Diaminodiphenylamine","C<sub>12</sub>H<sub>13</sub>N<sub>3</sub>","537-65-5",1961561,"199.251","lf (w)",158,"dec",,,,,,"vs eth, EtOH",
389,"2-Amino-1-phenylethanone","Phenacylamine","C<sub>8</sub>H<sub>9</sub>NO","613-89-8",507952,"135.163","ye cry",20,251,,,"1.6160<sup>20</sup>",,,"i H<sub>2</sub>O; s eth; sl ctc",
390,"1-(3-Aminophenyl)ethanone","<i>m</i>-Aminoacetophenone","C<sub>8</sub>H<sub>9</sub>NO","99-03-6",386009,"135.163","pa ye pl (al), lf (eth)","98.5","289.5",,,,,,"sl H<sub>2</sub>O; s EtOH",
391,"1-(4-Aminophenyl)ethanone","<i>p</i>-Aminoacetophenone","C<sub>8</sub>H<sub>9</sub>NO","99-92-3",471493,"135.163","ye mcl pr (al)","105(1)",294,"195<sup>15</sup>",,,,,"vs eth, EtOH",
392,"1-(4-Aminophenyl)-1-pentanone",,"C<sub>11</sub>H<sub>15</sub>NO","38237-74-0",2803365,"177.243","cry (bz-peth)","74.5",,"161<sup>3</sup>",,,,,"i H<sub>2</sub>O; s EtOH, eth",
393,"1-(4-Aminophenyl)-1-propanone","<i>p</i>-Aminopropiophenone","C<sub>9</sub>H<sub>11</sub>NO","70-69-9",2802691,"149.189","pl (al, w), nd (w)",140,,,,,,,"s DMSO",
394,"<i>N</i>-[(4-Aminophenyl)sulfonyl]acetamide","Sulfacetamide","C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O<sub>3</sub>S","144-80-9",981718,"214.241",,"182.0(4)",,,,,,,"sl H<sub>2</sub>O; s EtOH; i eth; vs ace, alk",
395,"5-[(4-Aminophenyl)sulfonyl]-2-thiazolamine","Thiazolsulfone","C<sub>9</sub>H<sub>9</sub>N<sub>3</sub>O<sub>2</sub>S<sub>2</sub>","473-30-3",225446,"255.316","nd (al)","220 dec",,,,,,,"vs ace, eth, EtOH, diox",
396,"4-Aminophthalimide","5-Amino-1<i>H</i>-isoindole-1,3(2<i>H</i>)-dione","C<sub>8</sub>H<sub>6</sub>N<sub>2</sub>O<sub>2</sub>","3676-85-5",,"162.146",,,,"224<sup>0.5</sup>",,,,,,
397,"3-Amino-1,2-propanediol, (±)-",,"C<sub>3</sub>H<sub>9</sub>NO<sub>2</sub>","13552-31-3",1719123,"91.109",,,"265 dec","145<sup>9</sup>","1.1752<sup>20</sup>","1.4910<sup>25</sup>",,,"s H<sub>2</sub>O, EtOH; i eth, bz",
398,"3-Aminopropanenitrile","3-Aminopropionitrile","C<sub>3</sub>H<sub>6</sub>N<sub>2</sub>","151-18-8",1698848,"70.093",,,185,"88<sup>20</sup>","0.9584<sup>20</sup>","1.4396<sup>20</sup>",,,,
399,"2-Amino-1-propanol, (±)-",,"C<sub>3</sub>H<sub>9</sub>NO","6168-72-5",1209234,"75.109",,,"174.5",,,"1.4502<sup>20</sup>",,,"vs H<sub>2</sub>O, EtOH, eth; sl chl",
400,"3-Amino-1-propanol","Propanolamine","C<sub>3</sub>H<sub>9</sub>NO","156-87-6",741855,"75.109","liq","12.1(10)","185(4)",,"0.9824<sup>26</sup>","1.4617<sup>20</sup>",,,"s H<sub>2</sub>O, EtOH, eth",
