Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
281,"4-Amino-6-chloro-1,3-benzenedisulfonamide","Chloraminophenamide","C<sub>6</sub>H<sub>8</sub>ClN<sub>3</sub>O<sub>4</sub>S<sub>2</sub>","121-30-2",1083877,"285.729",,"254.5",,,,,,,,
282,"5-Amino-2-chlorobenzenesulfonic acid","6-Chlorometanilic acid","C<sub>6</sub>H<sub>6</sub>ClNO<sub>3</sub>S","88-43-7",,"207.635","nd (w)","280 dec",,,,,,,,
283,"2-Amino-5-chlorobenzoic acid",,"C<sub>7</sub>H<sub>6</sub>ClNO<sub>2</sub>","635-21-2",639027,"171.582",,211,,,,,,,,
284,"5-Amino-2-chlorobenzoic acid",,"C<sub>7</sub>H<sub>6</sub>ClNO<sub>2</sub>","89-54-3",2090422,"171.582",,188,,,"1.519<sup>15</sup>",,,,"vs EtOH",
285,"2-Amino-5-chlorobenzophenone","2-Benzoyl-4-chloroaniline","C<sub>13</sub>H<sub>10</sub>ClNO","719-59-5",475640,"231.677","ye nd","100.5",,,,,,,"vs H<sub>2</sub>O, EtOH, peth, chl",
286,"2-Amino-4-chloro-5-methylbenzenesulfonic acid","2-Chloro-<i>p</i>-toluidine-5-sulfonic acid","C<sub>7</sub>H<sub>8</sub>ClNO<sub>3</sub>S","88-51-7",,"221.662","short nd (w)",,,,,,,,,
287,"2-Amino-4-chlorophenol","2-Hydroxy-5-chloroaniline","C<sub>6</sub>H<sub>6</sub>ClNO","95-85-2",774859,"143.571",,140,,,,,,,"sl DMSO",
288,"1-Aminocyclopentanecarboxylic acid","Cycloleucine","C<sub>6</sub>H<sub>11</sub>NO<sub>2</sub>","52-52-8",636626,"129.157","cry (al-w)","330 dec",,,,,,,,
289,"7-Aminodeacetoxycephalosporanic acid",,"C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O<sub>3</sub>S","22252-43-3",,"214.241",,"241 dec",,,,,,,,
290,"1-Amino-1-deoxy-<small>D</small>-glucitol","Glucamine","C<sub>6</sub>H<sub>15</sub>NO<sub>5</sub>","488-43-7",1721895,"181.187","cry (MeOH)",127,,,,,,,"vs H<sub>2</sub>O, EtOH",
291,"2-Amino-2-deoxy-<small>D</small>-glucose","<small>D</small>-Glucosamine","C<sub>6</sub>H<sub>13</sub>NO<sub>5</sub>","3416-24-8",1724602,"179.171",,,,,,,,,"vs H<sub>2</sub>O",
292,"1-Amino-2,4-dibromo-9,10-anthracenedione","1-Amino-2,4-dibromoanthraquinone","C<sub>14</sub>H<sub>7</sub>Br<sub>2</sub>NO<sub>2</sub>","81-49-2",1993373,"381.020","red nd (xyl)",226,,,,,,,,
293,"3-Amino-2,5-dichlorobenzoic acid","Chloramben","C<sub>7</sub>H<sub>5</sub>Cl<sub>2</sub>NO<sub>2</sub>","133-90-4",2365906,"206.027",,"202(1)",,,,,"0.70<sup>25</sup>",,"sl DMSO",
294,"2-Amino-2',5-dichlorobenzophenone",,"C<sub>13</sub>H<sub>9</sub>Cl<sub>2</sub>NO","2958-36-3",652774,"266.122",,"≈80",,,,,,,,
295,"2-Amino-4,6-dichlorophenol",,"C<sub>6</sub>H<sub>5</sub>Cl<sub>2</sub>NO","527-62-8",1102196,"178.016","long nd (CS<sub>2</sub>)","95.5","70 subl",,,,,,,
296,"4-Amino-2,6-dichlorophenol",,"C<sub>6</sub>H<sub>5</sub>Cl<sub>2</sub>NO","5930-28-9",2361665,"178.016","nd or lf (w, bz)",168,"subl",,,,,,"i H<sub>2</sub>O; vs EtOH, eth; s ace; sl bz, HOAc",
297,"5-Amino-2,3-dihydro-1,4-phthalazinedione","Luminol","C<sub>8</sub>H<sub>7</sub>N<sub>3</sub>O<sub>2</sub>","521-31-3",383929,"177.161","ye nd (al)","330.5",,,,,,,"i H<sub>2</sub>O; sl EtOH, eth; vs alk; s HOAc",
298,"2-Amino-1,7-dihydro-6<i>H</i>-purine-6-thione","Thioguanine","C<sub>5</sub>H<sub>5</sub>N<sub>5</sub>S","154-42-7",157765,"167.193",,">360",,,,,,,,
299,"2-Amino-3,4-dimethylimidazo[4,5-<i>f</i>]quinoline","Me-IQ","C<sub>12</sub>H<sub>12</sub>N<sub>4</sub>","77094-11-2",,"212.250","cry",297,,,,,,,,
300,"2-Amino-4,6-dinitrophenol","Picramic acid","C<sub>6</sub>H<sub>5</sub>N<sub>3</sub>O<sub>5</sub>","96-91-3",989416,"199.121","dk red nd (al) pr (chl)","168(1)",,,,,,,"vs bz, EtOH",
