Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
762,"3-(Benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid, ethyl ester, [1<i>R</i>-(<i>exo,exo</i>)]","Cocaethylene","C<sub>18</sub>H<sub>23</sub>NO<sub>4</sub>","529-38-4",,"317.381","pr (eth)",109,,,,,,,"vs eth, EtOH",
763,"Benzoyl peroxide",,"C<sub>14</sub>H<sub>10</sub>O<sub>4</sub>","94-36-0",984320,"242.227","orth (eth), pr","104.5(9)","exp",,,"1.543","0.00016<sup>20</sup>",,"sl H<sub>2</sub>O; s EtOH, eth, ace, bz, CS<sub>2</sub>",
764,"1-Benzoylpiperidine",,"C<sub>12</sub>H<sub>15</sub>NO","776-75-0",136611,"189.253","tcl",49,"320.5",,,,,,"i H<sub>2</sub>O; s EtOH, eth; sl ctc",
765,"<i>N</i>-Benzoyl-<small>L</small>-tyrosine ethyl ester",,"C<sub>18</sub>H<sub>19</sub>NO<sub>4</sub>","3483-82-7",2223819,"313.349",,"119.5",,,,,,,,
766,"Benzphetamine",,"C<sub>17</sub>H<sub>21</sub>N","156-08-1",3203999,"239.356",,,,"127<sup>0.02</sup>",,"1.5515<sup>19</sup>",,,"vs eth, EtOH, MeOH, chl",
767,"Benzpiperylon","1,2-Dihydro-2-(1-methyl-4-piperidinyl)-5-phenyl-4-benzyl-3<i>H</i>-pyrazol-3-one","C<sub>22</sub>H<sub>25</sub>N<sub>3</sub>O","53-89-4",339239,"347.453","cry (al)","182 dec",,,,,,,,
768,"Benzquinamide",,"C<sub>22</sub>H<sub>32</sub>N<sub>2</sub>O<sub>5</sub>","63-12-7",,"404.499","cry",131,,,,,,,,
769,"Benzthiazide",,"C<sub>15</sub>H<sub>14</sub>ClN<sub>3</sub>O<sub>4</sub>S<sub>3</sub>","91-33-8",,"431.938","cry (EtOH)",236,,,,,,,"i H<sub>2</sub>O; s alk",
770,"<i>N</i>-Benzylacetamide",,"C<sub>9</sub>H<sub>11</sub>NO","588-46-5",1817692,"149.189",,61,,"157<sup>2</sup>",,,,,"vs EtOH, eth",
771,"Benzyl acetate","(Acetoxymethyl)benzene","C<sub>9</sub>H<sub>10</sub>O<sub>2</sub>","140-11-4",1908121,"150.174","liq","-51.5(4)","215(1)",,"1.0550<sup>20</sup>","1.5232<sup>20</sup>","1.50<sup>25</sup>","0.022","sl H<sub>2</sub>O; msc EtOH; s eth, ace, chl",
772,"Benzyl acrylate",,"C<sub>10</sub>H<sub>10</sub>O<sub>2</sub>","2495-35-4",2043347,"162.185",,,228,,"1.0573<sup>20</sup>","1.5143<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH, eth, ace, ctc",
773,"Benzyl alcohol","Benzenemethanol","C<sub>7</sub>H<sub>8</sub>O","100-51-6",878307,"108.138","liq","-15.5(2)","205.3(2)",,"1.0419<sup>24</sup>","1.5396<sup>20</sup>","0.8<sup>20</sup>","0.015","s H<sub>2</sub>O, EtOH, eth, ace, bz, MeOH, chl",
774,"Benzylamine","Benzenemethanamine","C<sub>7</sub>H<sub>9</sub>N","100-46-9",741984,"107.153","liq",,"185(3)","90<sup>12</sup>","0.9813<sup>20</sup>","1.5401<sup>20</sup>",,"0.096","msc H<sub>2</sub>O, EtOH, eth; vs ace; s bz; sl chl",
775,"4-(Benzylamino)benzenesulfonamide","<i>N</i><sup>4</sup>-Benzylsulfanilamide","C<sub>13</sub>H<sub>14</sub>N<sub>2</sub>O<sub>2</sub>S","104-22-3",2654538,"262.327",,171,,,,,,,,
776,"2-[Benzylamino]ethanol",,"C<sub>9</sub>H<sub>13</sub>NO","104-63-2",775164,"151.205",,,280,"154<sup>12</sup>","1.065<sup>25</sup>","1.5430<sup>20</sup>",,,,
777,"4-Benzylaniline",,"C<sub>13</sub>H<sub>13</sub>N","1135-12-2",2208463,"183.249","mcl (lig)","34.5",300,,"1.038<sup>25</sup>",,,,"vs eth, EtOH, lig",
778,"<i>N</i>-Benzylaniline","<i>N</i>-Phenylbenzenemethanamine","C<sub>13</sub>H<sub>13</sub>N","103-32-2",1867229,"183.249","pr","33(4)","306.5",,"1.0298<sup>65</sup>","1.6118<sup>25</sup>",,,"vs eth, EtOH",
779,"α-Benzylbenzenepropanoic acid",,"C<sub>16</sub>H<sub>16</sub>O<sub>2</sub>","618-68-8",1966230,"240.297","pl (peth HOAc) nd (w)",90,,"235<sup>18</sup>",,,,,"vs bz, eth, EtOH",
780,"2-Benzyl-1<i>H</i>-benzimidazole","Bendazol","C<sub>14</sub>H<sub>12</sub>N<sub>2</sub>","621-72-7",159495,"208.258","nd (bz)",187,,,,,,,"vs bz, EtOH, gl HOAc",
781,"Benzyl benzoate","Benzyl benzenecarboxylate","C<sub>14</sub>H<sub>12</sub>O<sub>2</sub>","120-51-4",2049280,"212.244","nd or lf","19(1)","321.3(9)",,"1.1121<sup>25</sup>","1.5680<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH, eth, ace, bz, MeOH, chl",
782,"4-Benzyl-1,1'-biphenyl",,"C<sub>19</sub>H<sub>16</sub>","613-42-3",2047066,"244.330","lf",85,,"285<sup>110</sup>","1.171<sup>0</sup>",,,,"i H<sub>2</sub>O; s EtOH, ctc; vs eth, bz",
783,"Benzyl butanoate",,"C<sub>11</sub>H<sub>14</sub>O<sub>2</sub>","103-37-7",2047625,"178.228",,,239,,"1.0111<sup>20</sup>","1.4920<sup>20</sup>",,,"i H<sub>2</sub>O; vs EtOH, eth; s ctc",
784,"Benzyl butyl phthalate","Butyl benzyl phthalate","C<sub>19</sub>H<sub>20</sub>O<sub>4</sub>","85-68-7",,"312.360","liq",,370,,"1.119<sup>25</sup>",,,,"i H<sub>2</sub>O",
785,"Benzyl chloroacetate",,"C<sub>9</sub>H<sub>9</sub>ClO<sub>2</sub>","140-18-1",2091502,"184.619",,,,"147<sup>9</sup>, 85<sup>0.4</sup>","1.2223<sup>4</sup>","1.5426<sup>18</sup>",,,"vs eth, EtOH",
786,"Benzyl chloroformate","Carbobenzoxy chloride","C<sub>8</sub>H<sub>7</sub>ClO<sub>2</sub>","501-53-1",509751,"170.594","oily liq",,,"103<sup>20</sup>","1.195<sup>25</sup>","1.5190<sup>20</sup>",,,"s eth, ace, bz",
787,"Benzyl <i>trans</i>-cinnamate","Benzyl <i>trans</i>-3-phenyl-2-propenoate","C<sub>16</sub>H<sub>14</sub>O<sub>2</sub>","78277-23-3",2051339,"238.281","pr",39,"350 dec","244<sup>5</sup>","1.109<sup>15</sup>",,,,"i H<sub>2</sub>O; s EtOH, eth; sl bz",
788,"2-Benzyl-4,5-dihydro-1<i>H</i>-imidazole","Tolazoline","C<sub>10</sub>H<sub>12</sub>N<sub>2</sub>","59-98-3",128757,"160.215","cry (peth)",67,,,,,,,,
789,"<i>N'</i>-Benzyl-<i>N,N</i>-dimethyl-1,2-ethanediamine","<i>N'</i>-Benzyl-<i>N,N</i>-dimethylethylenediamine","C<sub>11</sub>H<sub>18</sub>N<sub>2</sub>","103-55-9",2641339,"178.274",,,,"145<sup>30</sup>, 123<sup>11</sup>","0.9343<sup>20</sup>","1.5089<sup>20</sup>",,,,
790,"<i>N</i>-Benzyl-<i>N',N'</i>-dimethyl-<i>N</i>-2-pyridinyl-1,2-ethanediamine","Tripelennamine","C<sub>16</sub>H<sub>21</sub>N<sub>3</sub>","91-81-6",227074,"255.358","ye oil",,,"140<sup>0.1</sup>",,"1.576<sup>25</sup>",,,"misc H<sub>2</sub>O",
791,"Benzyl dodecanoate","Benzyl laurate","C<sub>19</sub>H<sub>30</sub>O<sub>2</sub>","140-25-0",2280321,"290.440",,"8.5",,"210<sup>12</sup>","0.9429<sup>25</sup>","1.4812<sup>24</sup>",,,"vs bz, eth, EtOH, peth",
792,"Benzylethylamine","<i>N</i>-Ethylbenzenemethanamine","C<sub>9</sub>H<sub>13</sub>N","14321-27-8",386023,"135.206",,,194,,"0.9342<sup>17</sup>","1.5117<sup>20</sup>",,,"sl H<sub>2</sub>O, ctc; s EtOH, eth, bz, chl",
793,"<i>N</i>-Benzyl-<i>N</i>-ethylaniline","Ethylbenzylaniline","C<sub>15</sub>H<sub>17</sub>N","92-59-1",2099852,"211.303","pa ye oil",35,288,"185<sup>22</sup>","1.001<sup>55</sup>","1.5943<sup>23</sup>",,,"i H<sub>2</sub>O; s EtOH, eth, chl",
794,"Benzyl ethyl ether","(Ethoxymethyl)benzene","C<sub>9</sub>H<sub>12</sub>O","539-30-0",2040908,"136.190",,,"188(4)",,"0.9478<sup>20</sup>","1.4955<sup>20</sup>",,"0.136","i H<sub>2</sub>O; msc EtOH, eth",
795,"Benzyl formate",,"C<sub>8</sub>H<sub>8</sub>O<sub>2</sub>","104-57-4",2041319,"136.149",,,"203(8)","84<sup>10</sup>","1.081<sup>20</sup>","1.5154<sup>20</sup>","10.8<sup>20</sup>",,"i H<sub>2</sub>O; s EtOH, ace; msc eth; sl ctc",
796,"Benzyl fumarate",,"C<sub>18</sub>H<sub>16</sub>O<sub>4</sub>","538-64-7",2473273,"296.318","cry pow",59,,"210<sup>5</sup>",,,,,"vs eth, EtOH, chl",
797,"Benzylidene diacetate","Toluene-α,α-diol, diacetate","C<sub>11</sub>H<sub>12</sub>O<sub>4</sub>","581-55-5",2052169,"208.211","pl (eth)","45.1(5)",220,,"1.11<sup>20</sup>",,,,"vs bz, eth, EtOH",
798,"Benzylimidobis(<i>p</i>-methoxyphenyl)methane",,"C<sub>22</sub>H<sub>21</sub>NO<sub>2</sub>","524-96-9",2665938,"331.408","pa ye cry",90,,,,,,,"vs eth, chl",
799,"2-Benzyl-1<i>H</i>-isoindole-1,3(2<i>H</i>)-dione",,"C<sub>15</sub>H<sub>11</sub>NO<sub>2</sub>","2142-01-0",193913,"237.254","ye nd (al)",116,,,"1.343<sup>18</sup>",,,,"s EtOH, HOAc; sl DMSO",
800,"Benzylisopropylamine","<i>N</i>-Isopropylbenzenemethanamine","C<sub>10</sub>H<sub>15</sub>N","102-97-6",2638437,"149.233",,,200,"93<sup>10</sup>","0.892<sup>25</sup>","1.5025<sup>20</sup>",,,,
