Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
566,"Balan","<i>N</i>-Butyl-<i>N</i>-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline","C<sub>13</sub>H<sub>16</sub>F<sub>3</sub>N<sub>3</sub>O<sub>4</sub>","1861-40-1",,"335.279",,"65.6(5)",,"121<sup>0.5</sup>, 148<sup>7</sup>",,,,,,
567,"Barban","Carbamic acid, (3-chlorophenyl)-, 4-chloro-2-butynyl ester","C<sub>11</sub>H<sub>9</sub>Cl<sub>2</sub>NO<sub>2</sub>","101-27-9",,"258.101",,"72.4(5)",,,,,,,,
568,"Barbital","5,5-Diethylbarbituric acid","C<sub>8</sub>H<sub>12</sub>N<sub>2</sub>O<sub>3</sub>","57-44-3",163999,"184.192","nd (w)","189(1)",,,"1.220<sup>25</sup>",,,,"sl H<sub>2</sub>O; s EtOH, eth, ace, chl, lig, tfa",
569,"Barbituric acid",,"C<sub>4</sub>H<sub>4</sub>N<sub>2</sub>O<sub>3</sub>","67-52-7",120502,"128.086","orth pr (w +2)",248,"260 dec",,,,,,"s H<sub>2</sub>O, eth; sl EtOH",
570,"Bayleton","Triadimefon","C<sub>14</sub>H<sub>16</sub>ClN<sub>3</sub>O<sub>2</sub>","43121-43-3",,"293.749",,"77.0(5)",,,"1.22<sup>20</sup>",,"0.26<sup>20</sup>",,,
571,"Bebeerine",,"C<sub>36</sub>H<sub>38</sub>N<sub>2</sub>O<sub>6</sub>","477-60-1",,"594.696","cry (bz, eth, chl-MeOH)",221,,,,,,,"s EtOH, MeOH, eth; vs ace, chl",
572,"Benactyzine","2-(Diethylamino)ethyl benzilate","C<sub>20</sub>H<sub>25</sub>NO<sub>3</sub>","302-40-9",,"327.418","cry",51,,,,,,,,
573,"Benactyzine hydrochloride","2-Diethylaminoethyl benzilate hydrochloride","C<sub>20</sub>H<sub>26</sub>ClNO<sub>3</sub>","57-37-4",3920541,"363.878",,"177.5",,,,,,,"s H<sub>2</sub>O; i eth",
574,"Benalaxyl","Methyl <i>N</i>-(2,6-dimethylphenyl)-<i>N</i>-(phenylacetyl)-<small>DL</small>-alaninate","C<sub>20</sub>H<sub>23</sub>NO<sub>3</sub>","71626-11-4",,"325.402",,79,,,"1.27<sup>25</sup>",,,,,
575,"Bendiocarb","1,3-Benzodioxol-4-ol, 2,2-dimethyl-, methylcarbamate","C<sub>11</sub>H<sub>13</sub>NO<sub>4</sub>","22781-23-3",,"223.226",,"129.6(5)",,,"1.25<sup>20</sup>",,"0.04<sup>25</sup>",,,
576,"Bendroflumethiazide",,"C<sub>15</sub>H<sub>14</sub>F<sub>3</sub>N<sub>3</sub>O<sub>4</sub>S<sub>2</sub>","73-48-3",,"421.415","cry",225,,,,,,,"i H<sub>2</sub>O, bz, eth; s EtOH, ace",
577,"Benomyl",,"C<sub>14</sub>H<sub>18</sub>N<sub>4</sub>O<sub>3</sub>","17804-35-2",,"290.318",,"dec",,,,,,,,
578,"Bensulfuron-methyl",,"C<sub>16</sub>H<sub>18</sub>N<sub>4</sub>O<sub>7</sub>S","83055-99-6",,"410.402",,187,,,,,,,,
579,"Bensulide",,"C<sub>14</sub>H<sub>24</sub>NO<sub>4</sub>PS<sub>3</sub>","741-58-2",,"397.514",,"38.4(5)",,,"1.224<sup>20</sup>",,,,,
580,"Bentazon","1<i>H</i>-2,1,3-Benzothiadiazin-4(3<i>H</i>)-one, 3-(1-methylethyl)-, 2,2-dioxide","C<sub>10</sub>H<sub>12</sub>N<sub>2</sub>O<sub>3</sub>S","25057-89-0",,"240.278",,"139.7(5)",,,,,"0.50<sup>20</sup>",,,
581,"Benz[<i>c</i>]acridine","12-Azabenz[<i>a</i>]anthracene","C<sub>17</sub>H<sub>11</sub>N","225-51-4",154999,"229.276","nd (dil al)",132,,,,,,,"vs bz, eth, EtOH",
582,"Benzaldehyde","Benzenecarboxaldehyde","C<sub>7</sub>H<sub>6</sub>O","100-52-7",471223,"106.122","liq","-57.12(5)","178.7(4)",,"1.0401<sup>25</sup>","1.5463<sup>20</sup>","3<sup>20</sup>","0.169","sl H<sub>2</sub>O; msc EtOH, eth; vs ace, bz",
583,"Benzaldehyde hydrazone","Benzylidene hydrazine","C<sub>7</sub>H<sub>8</sub>N<sub>2</sub>","5281-18-5",1854655,"120.152","lf",16,,"140<sup>14</sup>",,,,,"s EtOH",
584,"<i>cis</i>-Benzaldehyde oxime",,"C<sub>7</sub>H<sub>7</sub>NO","622-32-2",1904455,"121.137","pr","36.5",200,,"1.1111<sup>20</sup>","1.5908<sup>20</sup>",,,"vs bz, eth, EtOH",
585,"<i>trans</i>-Benzaldehyde oxime",,"C<sub>7</sub>H<sub>7</sub>NO","622-31-1",1209596,"121.137","nd (eth)",35,,"119<sup>10</sup>","1.145<sup>20</sup>",,,,"s H<sub>2</sub>O; vs EtOH, eth",
586,"Benzaldehyde, phenylhydrazone",,"C<sub>13</sub>H<sub>12</sub>N<sub>2</sub>","588-64-7",743427,"196.247","nd (lig), pr","157.0",,,,,,,"sl EtOH, eth; s ace, bz, liq NH<sub>3</sub>",
587,"Benzaldehyde, (phenylmethylene)hydrazone",,"C<sub>14</sub>H<sub>12</sub>N<sub>2</sub>","588-68-1",,"208.258","ye pr (al)","93(1)",,,,,,,"i H<sub>2</sub>O; s EtOH, eth, ace, bz, chl; sl ctc",
588,"Benzamide","Benzoic acid amide","C<sub>7</sub>H<sub>7</sub>NO","55-21-0",385876,"121.137","mcl pr or pl (w)","128(1)","306(2)",,"1.0792<sup>130</sup>",,"5.77<sup>12</sup>",,"sl H<sub>2</sub>O, eth, bz; vs EtOH, ctc, CS<sub>2</sub>",
589,"Benz[<i>a</i>]anthracene","1,2-Benzanthracene","C<sub>18</sub>H<sub>12</sub>","56-55-3",1909298,"228.288","lf (al)","160(2)",438,,,,"0.0000093<sup>25</sup>",,"i H<sub>2</sub>O; vs EtOH",
590,"Benz[<i>a</i>]anthracene-7,12-dione",,"C<sub>18</sub>H<sub>10</sub>O<sub>2</sub>","2498-66-0",2052941,"258.271",,"168(1)",,,,,,,"sl EtOH, eth, lig; s ace; vs bz, chl",
591,"Benzanthrone",,"C<sub>17</sub>H<sub>10</sub>O","82-05-3",,"230.260",,"173.0(3)",,,,,,,"sl bz",
592,"Benzene","[6]Annulene","C<sub>6</sub>H<sub>6</sub>","71-43-2",969212,"78.112","orth pr or liq","5.538(2)","80.08(7)",,"0.8788<sup>20</sup>","1.5011<sup>20</sup>","1.77<sup>20</sup>","12.7","sl H<sub>2</sub>O; msc EtOH, eth, ace, chl; s ctc",
593,"Benzeneacetaldehyde","Phenylacetaldehyde","C<sub>8</sub>H<sub>8</sub>O","122-78-1",385791,"120.149",,"33.5","202(5)",,"1.0272<sup>20</sup>","1.5255<sup>20</sup>",,"0.052","sl H<sub>2</sub>O; s ace; msc EtOH, eth",
594,"Benzeneacetamide","α-Phenylacetamide","C<sub>8</sub>H<sub>9</sub>NO","103-81-1",507886,"135.163",,157,,,,,,,"sl H<sub>2</sub>O, eth, bz; s EtOH",
595,"Benzeneacetic acid","Phenylacetic acid","C<sub>8</sub>H<sub>8</sub>O<sub>2</sub>","103-82-2",1099647,"136.149","lf, pl (peth)","76.7(2)","268(2)",,"1.228<sup>6</sup>",,"17.4<sup>25</sup>",,"sl H<sub>2</sub>O, chl; vs EtOH, eth; s ace; i lig",
596,"Benzeneacetic acid, hydrazide",,"C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O","937-39-3",775893,"150.177",,"115.5",,,,,,,,
597,"Benzeneacetic anhydride",,"C<sub>16</sub>H<sub>14</sub>O<sub>3</sub>","1555-80-2",1118168,"254.280","pr or nd (eth)","73.3",,"195<sup>12</sup>",,,,,"vs eth, chl",
598,"Benzeneacetonitrile","Benzyl cyanide","C<sub>8</sub>H<sub>7</sub>N","140-29-4",385941,"117.149","liq","-22.1(5)","232(2)",,"1.0205<sup>15</sup>","1.5211<sup>25</sup>",,"0.012",,
599,"Benzeneacetyl chloride","Phenylacetyl chloride","C<sub>8</sub>H<sub>7</sub>ClO","103-80-0",742254,"154.594",,,,"170<sup>250</sup>, 105<sup>24</sup>","1.1682<sup>20</sup>","1.5325<sup>20</sup>",,,"vs eth",
600,"Benzenearsonic acid",,"C<sub>6</sub>H<sub>7</sub>AsO<sub>3</sub>","98-05-5",2935741,"202.040","cry (w)","158 dec",,,,,,,"vs H<sub>2</sub>O, EtOH",
