Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
373,"4-Amino-2-nitrophenol",,"C<sub>6</sub>H<sub>6</sub>N<sub>2</sub>O<sub>3</sub>","119-34-6",1368435,"154.123","dk red pl or nd (w, al)",131,,"110<sup>12</sup>",,,,,"s H<sub>2</sub>O, EtOH, eth; sl DMSO",
374,"2-Aminooctanoic acid, (±)-",,"C<sub>8</sub>H<sub>17</sub>NO<sub>2</sub>","644-90-6",1722617,"159.227","lf (w)",270,"subl",,,,,,"sl H<sub>2</sub>O, EtOH, eth, bz; s HOAc",
375,"Aminooxoacetohydrazide","Semioxamazide","C<sub>2</sub>H<sub>5</sub>N<sub>3</sub>O<sub>2</sub>","515-96-8",1751846,"103.080",,"221 dec",,,,,,,"sl H<sub>2</sub>O; i EtOH, eth; vs alk, acid",
376,"<i>cis</i>-4-Amino-4-oxo-2-butenoic acid","Maleamic acid","C<sub>4</sub>H<sub>5</sub>NO<sub>3</sub>","557-24-4",1721339,"115.088","cry (al)","172.5",,,,,,,"vs H<sub>2</sub>O, EtOH",
377,"5-Amino-4-oxopentanoic acid","5-Aminolevulinic acid","C<sub>5</sub>H<sub>9</sub>NO<sub>3</sub>","106-60-5",,"131.130","cry (EtOH)",118,,,,,,,,
378,"(Aminooxy)acetic acid, hydrochloride (2:1)",,"C<sub>4</sub>H<sub>11</sub>ClN<sub>2</sub>O<sub>6</sub>","2921-14-4",,"218.592",,"152.5",,,,,,,,
379,"6-Aminopenicillanic acid","Penicin","C<sub>8</sub>H<sub>12</sub>N<sub>2</sub>O<sub>3</sub>S","551-16-6",,"216.257","cry (w)",208,,,,,,,,
380,"5-Aminopentanoic acid",,"C<sub>5</sub>H<sub>11</sub>NO<sub>2</sub>","660-88-8",906833,"117.147","lf (dil al)","157 dec","dec",,,,,,"s H<sub>2</sub>O; sl EtOH; i eth, bz, lig",
381,"5-Amino-1-pentanol",,"C<sub>5</sub>H<sub>13</sub>NO","2508-29-4",1732302,"103.163",,"38.5","221.5",,"0.9488<sup>17</sup>","1.4618<sup>17</sup>",,,"msc H<sub>2</sub>O, EtOH, ace",
382,"2-Aminophenol",,"C<sub>6</sub>H<sub>7</sub>NO","95-55-6",606075,"109.126","wh orth bipym nd (bz)","173.5(3)","267(19)",,"1.328<sup>25</sup>",,"19.6<sup>20</sup>",,"s H<sub>2</sub>O, eth; vs EtOH; sl bz, tfa",
383,"3-Aminophenol",,"C<sub>6</sub>H<sub>7</sub>NO","591-27-5",636059,"109.126","pr (to)","122.5(3)",,"164<sup>11</sup>",,,"26.3<sup>20</sup>",,"s H<sub>2</sub>O, tol; vs EtOH, eth; sl bz, DMSO",
384,"4-Aminophenol",,"C<sub>6</sub>H<sub>7</sub>NO","123-30-8",385836,"109.126","wh pl (w)","186(7)",,"110<sup>0.3</sup>",,,"15.7<sup>20</sup>",,"sl H<sub>2</sub>O, tfa; vs EtOH; i bz, chl; s alk",
385,"<i>N</i>-(3-Aminophenyl)acetamide",,"C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O","102-28-3",775952,"150.177","nd or pl (bz)",88,,,,,,,"vs H<sub>2</sub>O, EtOH, ace; sl eth, bz",
386,"<i>N</i>-(4-Aminophenyl)acetamide","<i>p</i>-Aminoacetanilide","C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O","122-80-5",742888,"150.177","nd (w)","166.5",267,,,,,,"s H<sub>2</sub>O; vs EtOH, eth",
387,"(4-Aminophenyl)arsonic acid","Arsanilic acid","C<sub>6</sub>H<sub>8</sub>AsNO<sub>3</sub>","98-50-0",1102334,"217.055","mcl nd (w, al)",232,,,"1.9571<sup>10</sup>",,,,"s H<sub>2</sub>O, eth; sl EtOH, DMSO; i ace, bz",
388,"<i>N</i>-(4-Aminophenyl)-1,4-benzenediamine","4,4'-Diaminodiphenylamine","C<sub>12</sub>H<sub>13</sub>N<sub>3</sub>","537-65-5",1961561,"199.251","lf (w)",158,"dec",,,,,,"vs eth, EtOH",
389,"2-Amino-1-phenylethanone","Phenacylamine","C<sub>8</sub>H<sub>9</sub>NO","613-89-8",507952,"135.163","ye cry",20,251,,,"1.6160<sup>20</sup>",,,"i H<sub>2</sub>O; s eth; sl ctc",
390,"1-(3-Aminophenyl)ethanone","<i>m</i>-Aminoacetophenone","C<sub>8</sub>H<sub>9</sub>NO","99-03-6",386009,"135.163","pa ye pl (al), lf (eth)","98.5","289.5",,,,,,"sl H<sub>2</sub>O; s EtOH",
391,"1-(4-Aminophenyl)ethanone","<i>p</i>-Aminoacetophenone","C<sub>8</sub>H<sub>9</sub>NO","99-92-3",471493,"135.163","ye mcl pr (al)","105(1)",294,"195<sup>15</sup>",,,,,"vs eth, EtOH",
392,"1-(4-Aminophenyl)-1-pentanone",,"C<sub>11</sub>H<sub>15</sub>NO","38237-74-0",2803365,"177.243","cry (bz-peth)","74.5",,"161<sup>3</sup>",,,,,"i H<sub>2</sub>O; s EtOH, eth",
393,"1-(4-Aminophenyl)-1-propanone","<i>p</i>-Aminopropiophenone","C<sub>9</sub>H<sub>11</sub>NO","70-69-9",2802691,"149.189","pl (al, w), nd (w)",140,,,,,,,"s DMSO",
394,"<i>N</i>-[(4-Aminophenyl)sulfonyl]acetamide","Sulfacetamide","C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O<sub>3</sub>S","144-80-9",981718,"214.241",,"182.0(4)",,,,,,,"sl H<sub>2</sub>O; s EtOH; i eth; vs ace, alk",
395,"5-[(4-Aminophenyl)sulfonyl]-2-thiazolamine","Thiazolsulfone","C<sub>9</sub>H<sub>9</sub>N<sub>3</sub>O<sub>2</sub>S<sub>2</sub>","473-30-3",225446,"255.316","nd (al)","220 dec",,,,,,,"vs ace, eth, EtOH, diox",
396,"4-Aminophthalimide","5-Amino-1<i>H</i>-isoindole-1,3(2<i>H</i>)-dione","C<sub>8</sub>H<sub>6</sub>N<sub>2</sub>O<sub>2</sub>","3676-85-5",,"162.146",,,,"224<sup>0.5</sup>",,,,,,
397,"3-Amino-1,2-propanediol, (±)-",,"C<sub>3</sub>H<sub>9</sub>NO<sub>2</sub>","13552-31-3",1719123,"91.109",,,"265 dec","145<sup>9</sup>","1.1752<sup>20</sup>","1.4910<sup>25</sup>",,,"s H<sub>2</sub>O, EtOH; i eth, bz",
398,"3-Aminopropanenitrile","3-Aminopropionitrile","C<sub>3</sub>H<sub>6</sub>N<sub>2</sub>","151-18-8",1698848,"70.093",,,185,"88<sup>20</sup>","0.9584<sup>20</sup>","1.4396<sup>20</sup>",,,,
399,"2-Amino-1-propanol, (±)-",,"C<sub>3</sub>H<sub>9</sub>NO","6168-72-5",1209234,"75.109",,,"174.5",,,"1.4502<sup>20</sup>",,,"vs H<sub>2</sub>O, EtOH, eth; sl chl",
400,"3-Amino-1-propanol","Propanolamine","C<sub>3</sub>H<sub>9</sub>NO","156-87-6",741855,"75.109","liq","12.1(10)","185(4)",,"0.9824<sup>26</sup>","1.4617<sup>20</sup>",,,"s H<sub>2</sub>O, EtOH, eth",
151,"Alizurol purple","1-Hydroxy-4-[(4-methylphenyl)amino]-9,10-anthracenedione","C<sub>21</sub>H<sub>15</sub>NO<sub>3</sub>","81-48-1",,"329.349","flat viol nd",,,,,,,,"s H<sub>2</sub>SO<sub>4</sub>",
152,"Alkannin",,"C<sub>16</sub>H<sub>16</sub>O<sub>5</sub>","23444-65-7",3213295,"288.295","br-red pr (bz)",149,"140 subl",,,,,,"vs EtOH",
153,"Allantoic acid","Bis[(aminocarbonyl)amino]acetic acid","C<sub>4</sub>H<sub>8</sub>N<sub>4</sub>O<sub>4</sub>","99-16-1",,"176.132","nd","170 dec",,,,,,,"sl H<sub>2</sub>O, os, dil acid",
154,"Allantoin",,"C<sub>4</sub>H<sub>6</sub>N<sub>4</sub>O<sub>3</sub>","97-59-6",102364,"158.116","mcl pl or",239,,,,,,,"sl H<sub>2</sub>O; s EtOH, NaOH; i eth, MeOH",
155,"Allene",,"C<sub>3</sub>H<sub>4</sub>","463-49-0",1730774,"40.064","col gas","-136.4(5)","-34.8(3)",,"0.584<sup>25</sup> (p>1 atm)","1.4168",,,"vs bz, peth",
156,"Allethrin",,"C<sub>19</sub>H<sub>26</sub>O<sub>3</sub>","584-79-2",,"302.407",,,,,"1.010<sup>20</sup>",,,,,
157,"Allicin",,"C<sub>6</sub>H<sub>10</sub>OS<sub>2</sub>","539-86-6",1752823,"162.272",,,"dec",,"1.112<sup>20</sup>","1.561<sup>20</sup>",,,"vs H<sub>2</sub>O",
158,"Allopregnane-3β,21-diol-11,20-dione",,"C<sub>21</sub>H<sub>32</sub>O<sub>4</sub>","566-02-9",3218580,"348.477","cry (aq, ac, +w) nd (bz, ac)",190,,,,,,,,
159,"Allopregnan-20β-ol-3-one","5α-Pregnan-20β-ol-3-one","C<sub>21</sub>H<sub>34</sub>O<sub>2</sub>","516-58-5",2621511,"318.494",,"195(3)",,,,,,,,
160,"Allopurinol","1,5-Dihydro-4<i>H</i>-pyrazolo[3,4-<i>d</i>]pyrimidin-4-one","C<sub>5</sub>H<sub>4</sub>N<sub>4</sub>O","315-30-0",133199,"136.112","cry",350,,,,,"0.57<sup>25</sup>",,,
161,"<small>D</small>-Allose",,"C<sub>6</sub>H<sub>12</sub>O<sub>6</sub>","2595-97-3",1724623,"180.155","cry (w)",128,,,,,,,"vs H<sub>2</sub>O",
162,"Alloxanic acid",,"C<sub>4</sub>H<sub>4</sub>N<sub>2</sub>O<sub>5</sub>","470-44-0",155465,"160.085","tcl pr (eth)","162 dec",,,,,,,"vs H<sub>2</sub>O, EtOH",
163,"Alloxantin",,"C<sub>8</sub>H<sub>6</sub>N<sub>4</sub>O<sub>8</sub>","76-24-4",51182,"286.156","orth pr (w+2)","254 dec",,,,,,,"sl H<sub>2</sub>O, EtOH, eth",
164,"Allyl acetate","3-Acetoxypropene","C<sub>5</sub>H<sub>8</sub>O<sub>2</sub>","591-87-7",1742050,"100.117",,,"104(2)",,"0.9275<sup>20</sup>","1.4049<sup>20</sup>",,,"sl H<sub>2</sub>O; s ace; msc EtOH, eth",
165,"Allyl acetoacetate",,"C<sub>7</sub>H<sub>10</sub>O<sub>3</sub>","1118-84-9",1758569,"142.152","liq","-85","198(19)","66.5<sup>14</sup>","1.0366<sup>20</sup>","1.4398<sup>20</sup>",,,"s H<sub>2</sub>O, lig; msc EtOH, bz",
166,"Allyl acrylate",,"C<sub>6</sub>H<sub>8</sub>O<sub>2</sub>","999-55-3",1743576,"112.127",,,121,,"0.9441<sup>20</sup>","1.4320<sup>20</sup>",,,"sl H<sub>2</sub>O; s EtOH, eth, acid",
167,"Allyl alcohol","2-Propen-1-ol","C<sub>3</sub>H<sub>6</sub>O","107-18-6",605307,"58.079","liq","-129","96.9(5)",,"0.8540<sup>20</sup>","1.4135<sup>20</sup>",,"3.14","msc H<sub>2</sub>O, EtOH, eth; s chl",
168,"Allylamine","2-Propen-1-amine","C<sub>3</sub>H<sub>7</sub>N","107-11-9",635703,"57.095","liq","-88.2","54(2)",,"0.758<sup>20</sup>","1.4205<sup>20</sup>",,"33.1","msc H<sub>2</sub>O, EtOH, eth; s chl",
169,"<i>N</i>-Allylaniline","Allylphenylamine","C<sub>9</sub>H<sub>11</sub>N","589-09-3",1099329,"133.190",,,219,"106<sup>12</sup>","0.9736<sup>25</sup>","1.563<sup>20</sup>",,,"sl H<sub>2</sub>O; s EtOH, ace; msc eth",
170,"Allylbenzene","2-Propenylbenzene","C<sub>9</sub>H<sub>10</sub>","300-57-2",1098501,"118.175","liq","-40(4)","158(2)",,"0.8920<sup>20</sup>","1.5131<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH, eth, bz, ctc",
171,"α-Allylbenzenemethanol",,"C<sub>10</sub>H<sub>12</sub>O","936-58-3",,"148.201",,,"228.5",,"1.004<sup>18</sup>","1.5289<sup>21</sup>",,,,
172,"Allyl benzoate",,"C<sub>10</sub>H<sub>10</sub>O<sub>2</sub>","583-04-0",2043396,"162.185",,,,,"1.0569<sup>15</sup>","1.5178<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH, eth, ace, MeOH",
173,"Allyl butanoate",,"C<sub>7</sub>H<sub>12</sub>O<sub>2</sub>","2051-78-7",1751642,"128.169",,,142,"44.5<sup>15</sup>","0.9017<sup>20</sup>","1.4158<sup>20</sup>",,,"i H<sub>2</sub>O; msc EtOH, eth; sl ctc",
174,"Allyl carbamate",,"C<sub>4</sub>H<sub>7</sub>NO<sub>2</sub>","2114-11-6",1745069,"101.105",,,,,,,,,"sl ctc",
175,"Allylchlorodimethylsilane",,"C<sub>5</sub>H<sub>11</sub>ClSi","4028-23-3",1737978,"134.680",,,111,,"0.8964<sup>20</sup>","1.4195<sup>20</sup>",,,,
176,"Allyl chloroformate",,"C<sub>4</sub>H<sub>5</sub>ClO<sub>2</sub>","2937-50-0",,"120.535","hyg liq",,"109.5",,"1.136","1.4220<sup>20</sup>",,,,
177,"Allyl <i>trans</i>-cinnamate","Allyl <i>trans</i>-3-phenyl-2-propenoate","C<sub>12</sub>H<sub>12</sub>O<sub>2</sub>","1866-31-5",,"188.222",,,"268 dec","163<sup>17</sup>","1.048<sup>23</sup>","1.530<sup>20</sup>",,,"i H<sub>2</sub>O; vs EtOH; msc eth; sl ctc",
178,"1-Allylcyclohexanol",,"C<sub>9</sub>H<sub>16</sub>O","1123-34-8",1561190,"140.222",,,190,,"0.9341<sup>22</sup>","1.4756<sup>22</sup>",,,,
179,"1-Allylcyclohexene","1-(2-Propenyl)cyclohexene","C<sub>9</sub>H<sub>14</sub>","13511-13-2",,"122.207","liq",,"159(9)",,,,,,,
180,"Allylcyclopentane",,"C<sub>8</sub>H<sub>14</sub>","3524-75-2",2036419,"110.197","liq","-110.6(1)","127(4)",,"0.793<sup>25</sup>","1.4412<sup>20</sup>",,,"s chl",
181,"Allyldiethoxymethylsilane",,"C<sub>8</sub>H<sub>18</sub>O<sub>2</sub>Si","18388-45-9",1760495,"174.314",,,155,,"0.8572<sup>25</sup>","1.4104<sup>20</sup>",,,,
182,"Allyldiethylamine","<i>N,N</i>-Diethyl-2-propen-1-amine","C<sub>7</sub>H<sub>15</sub>N","5666-17-1",1739256,"113.201",,,110,,"0.7477<sup>25</sup>","1.4209<sup>20</sup>",,,,
183,"4-Allyl-1,2-dimethoxybenzene","Methyleugenol","C<sub>11</sub>H<sub>14</sub>O<sub>2</sub>","93-15-2",1910871,"178.228","liq","-2.0","254.7",,"1.0396<sup>20</sup>","1.5340<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH, eth",
184,"Allyldimethylamine","<i>N,N</i>-Dimethyl-2-propen-1-amine","C<sub>5</sub>H<sub>11</sub>N","2155-94-4",1734044,"85.148",,,"62(4)",,"0.7094<sup>25</sup>","1.4010<sup>20</sup>",,,,
185,"Allyl ethyl ether",,"C<sub>5</sub>H<sub>10</sub>O","557-31-3",1361480,"86.132",,,"65(4)",,"0.7651<sup>20</sup>","1.3881<sup>20</sup>",,"20.4","i H<sub>2</sub>O; msc EtOH, eth; s ace",
186,"Allyl formate",,"C<sub>4</sub>H<sub>6</sub>O<sub>2</sub>","1838-59-1",1735668,"86.090",,,"83.6",,"0.9460<sup>20</sup>",,,,"sl H<sub>2</sub>O; s EtOH; msc eth",
187,"Allyl 2-furancarboxylate","Allyl 2-furanoate","C<sub>8</sub>H<sub>8</sub>O<sub>3</sub>","4208-49-5",118399,"152.148",,,"207.5",,"1.115<sup>25</sup>","1.4945<sup>20</sup>",,,"s eth, ace; sl ctc",
188,"Allyl glycidyl ether",,"C<sub>6</sub>H<sub>10</sub>O<sub>2</sub>","106-92-3",105871,"114.142",,,154,,"0.9698<sup>20</sup>","1.4332<sup>20</sup>",,,,
189,"Allyl hexanoate",,"C<sub>9</sub>H<sub>16</sub>O<sub>2</sub>","123-68-2",1761920,"156.222",,,186,,"0.8869<sup>20</sup>",,,,,
190,"Allyl (hydroxymethyl)carbamate",,"C<sub>5</sub>H<sub>9</sub>NO<sub>3</sub>","24935-97-5",,"131.130","cry (tol)",57,,,,,,,,
191,"Allyl isocyanate",,"C<sub>4</sub>H<sub>5</sub>NO","1476-23-9",506106,"83.089",,,88,,,,,,,
192,"Allyl isothiocyanate",,"C<sub>4</sub>H<sub>5</sub>NS","57-06-7",773748,"99.155","liq","-80","160(6)",,"1.0126<sup>20</sup>","1.5306<sup>20</sup>",,"0.677","vs bz, eth, EtOH",
193,"Allyl methacrylate",,"C<sub>7</sub>H<sub>10</sub>O<sub>2</sub>","96-05-9",1747406,"126.153",,,,"67<sup>50</sup>, 55<sup>30</sup>","0.9335<sup>20</sup>","1.4360<sup>20</sup>",,,,
194,"4-Allyl-2-methoxyphenol","Eugenol","C<sub>10</sub>H<sub>12</sub>O<sub>2</sub>","97-53-0",1366759,"164.201","liq","-7.5","254(7)",,"1.0652<sup>20</sup>","1.5405<sup>20</sup>",,,"i H<sub>2</sub>O; msc EtOH, eth; s chl, HOAc, oils",
195,"4-Allyl-2-methoxyphenyl acetate","1,3,4-Eugenol acetate","C<sub>12</sub>H<sub>14</sub>O<sub>3</sub>","93-28-7",1964745,"206.237","pr (al)","30.5",281,"127<sup>6</sup>","1.0806<sup>20</sup>","1.5205<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH; sl ctc",
196,"Allyl 3-methylbutanoate",,"C<sub>8</sub>H<sub>14</sub>O<sub>2</sub>","2835-39-4",1750520,"142.196",,,154,,,,,,,
197,"Allylmethyldichlorosilane",,"C<sub>4</sub>H<sub>8</sub>Cl<sub>2</sub>Si","1873-92-3",1740877,"155.099",,,"119.5",,"1.0758<sup>20</sup>","1.4419<sup>20</sup>",,,,
198,"2-(Allyloxy)ethanol","Ethylene glycol monoallyl ether","C<sub>5</sub>H<sub>10</sub>O<sub>2</sub>","111-45-5",1742145,"102.132",,,"158.5",,"0.9580<sup>20</sup>","1.4358<sup>20</sup>",,,"msc H<sub>2</sub>O; vs EtOH; s bz, ctc, MeOH",
199,"2-Allylphenol",,"C<sub>9</sub>H<sub>10</sub>O","1745-81-9",742121,"134.174","liq","-6",220,,"1.0246<sup>15</sup>","1.5181<sup>20</sup>",,,"vs eth",
200,"4-Allylphenol","Chavicol","C<sub>9</sub>H<sub>10</sub>O","501-92-8",2039682,"134.174",,"15.8",238,,"1.0203<sup>15</sup>","1.5441<sup>18</sup>",,,"vs eth, EtOH, chl",
251,"4-Aminobenzenesulfonic acid","Sulfanilic acid","C<sub>6</sub>H<sub>7</sub>NO<sub>3</sub>S","121-57-3",908765,"173.190","orth pl or mcl (w+2)",288,,,"1.485<sup>25</sup>",,"5.9<sup>7</sup>",,"sl H<sub>2</sub>O; i EtOH, eth",
252,"4-Aminobenzenesulfonyl fluoride","<i>p</i>-Sulfanilyl fluoride","C<sub>6</sub>H<sub>6</sub>FNO<sub>2</sub>S","98-62-4",2209488,"175.181",,"68.5",,,,,,,,
253,"2-Aminobenzenethiol",,"C<sub>6</sub>H<sub>7</sub>NS","137-07-5",606076,"125.192",,26,234,,,"1.4606<sup>20</sup>",,,"s EtOH, eth",
254,"4-Aminobenzenethiol",,"C<sub>6</sub>H<sub>7</sub>NS","1193-02-8",906904,"125.192",,46,,"143<sup>17</sup>",,,,,"s H<sub>2</sub>O, EtOH",
255,"2-Aminobenzonitrile",,"C<sub>7</sub>H<sub>6</sub>N<sub>2</sub>","1885-29-6",907187,"118.136","ye pr (CS<sub>2</sub>) nd (peth)",51,263,,,,,,"sl H<sub>2</sub>O; vs EtOH, eth, ace, bz; i peth",
256,"3-Aminobenzonitrile",,"C<sub>7</sub>H<sub>6</sub>N<sub>2</sub>","2237-30-1",636498,"118.136","nd (dil al or CCl<sub>4</sub>)","53(2)",289,,,,,,"sl H<sub>2</sub>O; vs EtOH, eth, ace, chl",
257,"4-Aminobenzonitrile",,"C<sub>7</sub>H<sub>6</sub>N<sub>2</sub>","873-74-5",774507,"118.136","pr or pl (w)","86.2(5)",,,,,,,"sl H<sub>2</sub>O, ctc; vs EtOH, eth, ace, bz",
258,"4-Aminobenzophenone",,"C<sub>13</sub>H<sub>11</sub>NO","1137-41-3",389292,"197.232","lf (dil al)","123(2)",,"246<sup>13</sup>",,,,,"sl H<sub>2</sub>O, tfa; s EtOH, eth, HOAc",
259,"<i>N</i>-(4-Aminobenzoyl)-<small>L</small>-glutamic acid",,"C<sub>12</sub>H<sub>14</sub>N<sub>2</sub>O<sub>5</sub>","4271-30-1",2816320,"266.249","cry (w)",173,,,,,,,,
260,"<i>N</i>-(4-Aminobenzoyl)glycine","<i>p</i>-Aminohippuric acid","C<sub>9</sub>H<sub>10</sub>N<sub>2</sub>O<sub>3</sub>","61-78-9",1213676,"194.186","pr or nd (w)","198.5",,,,,,,"vs ace, bz, EtOH",
261,"2-Aminobiphenyl",,"C<sub>12</sub>H<sub>11</sub>N","90-41-5",471874,"169.222","lf (dil al)","49.13(4)","298.3(2)",,,,,,"i H<sub>2</sub>O; s EtOH, eth, bz; sl DMSO, peth",
262,"3-Aminobiphenyl",,"C<sub>12</sub>H<sub>11</sub>N","2243-47-2",2206824,"169.222","nd","31.5",,,,,,,"sl H<sub>2</sub>O; s EtOH, eth, ace, bz",
263,"4-Aminobiphenyl","<i>p</i>-Biphenylamine","C<sub>12</sub>H<sub>11</sub>N","92-67-1",386533,"169.222","lf (dil al)","51.0(6)",302,,,,,,"sl H<sub>2</sub>O; s EtOH, eth, ace, chl",
264,"2-Amino-5-bromobenzoic acid","5-Bromoanthranilic acid","C<sub>7</sub>H<sub>6</sub>BrNO<sub>2</sub>","5794-88-7",639028,"216.033","nd","219.5",,,,,,,"s DMSO",
265,"1-Amino-4-bromo-9,10-dihydro-9,10-dioxo-2-anthracenesulfonic acid","1-Amino-4-bromoanthraquinone-2-sulfonic acid","C<sub>14</sub>H<sub>8</sub>BrNO<sub>5</sub>S","116-81-4",2169372,"382.187","red nd (w)",,,,,,,,,
