Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
20,"Acethion",,"C<sub>8</sub>H<sub>17</sub>O<sub>4</sub>PS<sub>2</sub>","919-54-0",,"272.322","liq",,,"137<sup>1.5</sup>","1.18<sup>20</sup>",,,,,
21,"Acetic acid","Ethanoic acid","C<sub>2</sub>H<sub>4</sub>O<sub>2</sub>","64-19-7",506007,"60.052","col liq","17(3)","117.9(2)",,"1.0510<sup>20</sup>","1.3720<sup>20</sup>",,"2.07","msc H<sub>2</sub>O, EtOH, eth, ace, bz; s chl, CS<sub>2</sub>",
22,"Acetic acid, 2-phenylhydrazide",,"C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O","114-83-0",742880,"150.177","hex pr (eth)","130.0",,,,,,,"vs H<sub>2</sub>O, EtOH; sl eth, chl, tfa; s bz",
23,"Acetic anhydride","Acetyl acetate","C<sub>4</sub>H<sub>6</sub>O<sub>3</sub>","108-24-7",385737,"102.089","liq","-73.4(8)","139.5(3)",,"1.082<sup>20</sup>","1.3901<sup>20</sup>",,"0.680","vs H<sub>2</sub>O; s EtOH, bz; msc eth; sl ctc",
24,"Acetoacetanilide",,"C<sub>10</sub>H<sub>11</sub>NO<sub>2</sub>","102-01-2",473419,"177.200","pr or nd (bz or lig)",86,,,,,,,"sl H<sub>2</sub>O; s EtOH, eth, bz, chl, acid, lig",
25,"Acetoacetic acid",,"C<sub>4</sub>H<sub>6</sub>O<sub>3</sub>","541-50-4",1747690,"102.089","cry (eth)","36.5","100 dec",,,,,,"vs H<sub>2</sub>O, eth, EtOH",
26,"2-Acetoacetoxyethyl methacrylate","2-(Methacryloyloxy)ethyl acetoacetate","C<sub>10</sub>H<sub>14</sub>O<sub>5</sub>","21282-97-3",,"214.215","liq",,,"100<sup>0.8</sup>","1.122","1.4560<sup>20</sup>",,,,
27,"Acetochlor","Acetamide, 2-chloro-<i>N</i>-(ethoxymethyl)-<i>N</i>-(2-ethyl-6-methylphenyl)-","C<sub>14</sub>H<sub>20</sub>ClNO<sub>2</sub>","34256-82-1",,"269.768","ye liq",,,"134<sup>0.4</sup>",,"1.5272<sup>20</sup>",,,"sl H<sub>2</sub>O",
28,"Acetohexamide",,"C<sub>15</sub>H<sub>20</sub>N<sub>2</sub>O<sub>4</sub>S","968-81-0",,"324.396","cry (EtOH aq)",188,,,,,"0.013<sup>37</sup>",,"i H<sub>2</sub>O, eth; sl EtOH, chl; s py",
29,"Acetohydrazide",,"C<sub>2</sub>H<sub>6</sub>N<sub>2</sub>O","1068-57-1",506165,"74.081",,67,,"137<sup>25</sup>",,,,,"s H<sub>2</sub>O, EtOH; sl eth",
30,"Acetohydroxamic acid","<i>N</i>-Hydroxyacetamide","C<sub>2</sub>H<sub>5</sub>NO<sub>2</sub>","546-88-3",,"75.067","hyg cry",90,,,,,,,,
31,"1-Acetonaphthone",,"C<sub>12</sub>H<sub>10</sub>O","941-98-0",1100618,"170.206",,34,297,,"1.1171<sup>21</sup>","1.6280<sup>22</sup>",,,"i H<sub>2</sub>O; s EtOH, eth, ace, chl",
32,"2-Acetonaphthone",,"C<sub>12</sub>H<sub>10</sub>O","93-08-3",774965,"170.206","nd (lig, dil al)","52(1)",302,,,,,,"sl EtOH, ctc",
33,"Acetone","2-Propanone","C<sub>3</sub>H<sub>6</sub>O","67-64-1",635680,"58.079","liq","-94.9(4)","56.08(7)",,"0.7902<sup>20</sup>","1.3588<sup>20</sup>",,"30.8","msc H<sub>2</sub>O, EtOH, eth, ace, bz, chl",
34,"Acetone cyanohydrin",,"C<sub>4</sub>H<sub>7</sub>NO","75-86-5",605391,"85.105","liq","-19","180(21)","82<sup>23</sup>","0.932<sup>19</sup>","1.3992<sup>20</sup>",,,"vs H<sub>2</sub>O, EtOH, eth; s ace, bz, chl; i peth",
35,"Acetone (2,4-dinitrophenyl)hydrazone",,"C<sub>9</sub>H<sub>10</sub>N<sub>4</sub>O<sub>4</sub>","1567-89-1",960878,"238.200","ye nd or pl (al)",128,,,,,,,"i H<sub>2</sub>O; s EtOH, eth, bz, chl, AcOEt",
36,"Acetone (1-methylethylidene)hydrazone","Dimethyl ketazine","C<sub>6</sub>H<sub>12</sub>N<sub>2</sub>","627-70-3",956583,"112.172","liq","-12.5",133,,"0.8390<sup>20</sup>","1.4535<sup>20</sup>",,,"msc H<sub>2</sub>O, EtOH, eth; s ace",
37,"Acetone thiosemicarbazide",,"C<sub>4</sub>H<sub>9</sub>N<sub>3</sub>S","1752-30-3",,"131.199","ye cry",176,,,,,,,"s ace",
38,"Acetonitrile","Methyl cyanide","C<sub>2</sub>H<sub>3</sub>N","75-05-8",741857,"41.052","liq","-44(1)","81.6(2)",,"0.7825<sup>20</sup>","1.3442<sup>30</sup>","681<sup>-3</sup>","11.9","msc H<sub>2</sub>O, EtOH, eth, ace, bz, ctc",
39,"Acetophenone","Methyl phenyl ketone","C<sub>8</sub>H<sub>8</sub>O","98-86-2",605842,"120.149","mcl pr or pl","19.4(4)","202.1(2)",,"1.0281<sup>20</sup>","1.5372<sup>20</sup>","6.7<sup>20</sup>","0.049","sl H<sub>2</sub>O; s EtOH, eth, ace, bz, con sulf, chl",
40,"Acetophenone azine","Methylphenyl ketazine","C<sub>16</sub>H<sub>16</sub>N<sub>2</sub>","729-43-1",1912471,"236.311",,120,,,,,,,,
41,"Acetoxon","Acetophos","C<sub>8</sub>H<sub>17</sub>O<sub>5</sub>PS","2425-25-4",,"256.257","liq",,,"73<sup>0.005</sup>",,,,,,
42,"<i>N</i>-Acetylacetamide",,"C<sub>4</sub>H<sub>7</sub>NO<sub>2</sub>","625-77-4",1747662,"101.105","nd (eth)",79,"223.5",,,,,,"s H<sub>2</sub>O, EtOH, eth, chl, lig",
43,"<i>N</i>-Acetyl-<small>L</small>-alanine",,"C<sub>5</sub>H<sub>9</sub>NO<sub>3</sub>","97-69-8",,"131.130",,125,,,,,,,,
44,"4-(Acetylamino)benzenesulfonyl chloride","Acetylsulfanilyl chloride","C<sub>8</sub>H<sub>8</sub>ClNO<sub>3</sub>S","121-60-8",746676,"233.673","nd (bz), pr (bz-chl)",149,,,,,,,"vs EtOH, eth; s bz, chl",
45,"2-(Acetylamino)benzoic acid",,"C<sub>9</sub>H<sub>9</sub>NO<sub>3</sub>","89-52-1",880371,"179.172","nd (HOAc)","187.5",,,,,,,"sl H<sub>2</sub>O; s EtOH; vs eth, ace, bz, HOAc",
46,"4-(Acetylamino)benzoic acid",,"C<sub>9</sub>H<sub>9</sub>NO<sub>3</sub>","556-08-1",390602,"179.172","nd (HOAc)","256.5",,,,,,,"i H<sub>2</sub>O; s EtOH; sl eth, tfa",
47,"2-(Acetylamino)-2-deoxy-<small>D</small>-glucose","<i>N</i>-Acetyl-<small>D</small>-glucosamine","C<sub>8</sub>H<sub>15</sub>NO<sub>6</sub>","7512-17-6",,"221.208",,205,,,,,,,,
48,"2-(Acetylamino)-2-deoxy-<small>D</small>-mannose","<i>N</i>-Acetyl-<small>D</small>-mannosamine","C<sub>8</sub>H<sub>15</sub>NO<sub>6</sub>","3615-17-6",,"221.208","cry (ace aq)",128,,,,,,,"dec alk",
49,"2-(Acetylamino)fluorene",,"C<sub>15</sub>H<sub>13</sub>NO","53-96-3",2807677,"223.270","cry (dil al)",193,,,,,,,"i H<sub>2</sub>O; s EtOH, eth, HOAc",
50,"4-(Acetylamino)fluorene",,"C<sub>15</sub>H<sub>13</sub>NO","28322-02-3",,"223.270","br cry (bz)",200,,,,,,,,
